ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2026-04-03 00:00:00+00:00,34,1,42004177,24454.25,24454.25,24454.25,24454.25,1,NQU6
2026-04-03 02:00:00+00:00,34,1,42004177,24416.25,24425.0,24383.5,24386.0,12,NQU6
2026-04-03 12:00:00+00:00,34,1,42004177,24396.25,24423.25,24342.25,24342.25,6,NQU6
2026-04-03 13:00:00+00:00,34,1,42004177,24326.0,24326.0,24326.0,24326.0,1,NQU6
2026-04-05 22:00:00+00:00,34,1,42004177,24299.0,24299.0,24210.0,24246.25,17,NQU6
2026-04-05 23:00:00+00:00,34,1,42004177,24300.25,24300.25,24300.25,24300.25,1,NQU6
2026-04-06 00:00:00+00:00,34,1,42004177,24354.5,24422.0,24354.5,24422.0,8,NQU6
2026-04-06 01:00:00+00:00,34,1,42004177,24427.75,24434.0,24401.5,24407.75,12,NQU6
2026-04-06 02:00:00+00:00,34,1,42004177,24436.0,24519.0,24436.0,24443.75,12,NQU6
2026-04-06 03:00:00+00:00,34,1,42004177,24421.0,24421.0,24388.25,24388.25,3,NQU6
2026-04-06 04:00:00+00:00,34,1,42004177,24457.75,24457.75,24457.75,24457.75,1,NQU6
2026-04-06 05:00:00+00:00,34,1,42004177,24473.5,24473.5,24473.5,24473.5,1,NQU6
2026-04-06 06:00:00+00:00,34,1,42004177,24437.25,24505.0,24437.25,24505.0,6,NQU6
2026-04-06 08:00:00+00:00,34,1,42004177,24547.75,24595.25,24547.75,24595.25,23,NQU6
2026-04-06 09:00:00+00:00,34,1,42004177,24600.0,24608.0,24549.5,24549.5,7,NQU6
2026-04-06 10:00:00+00:00,34,1,42004177,24543.0,24563.25,24487.25,24495.75,18,NQU6
2026-04-06 12:00:00+00:00,34,1,42004177,24518.0,24518.0,24518.0,24518.0,2,NQU6
2026-04-06 13:00:00+00:00,34,1,42004177,24503.5,24625.0,24470.25,24621.0,189,NQU6
2026-04-06 14:00:00+00:00,34,1,42004177,24600.25,24657.25,24480.0,24506.75,108,NQU6
2026-04-06 15:00:00+00:00,34,1,42004177,24530.25,24530.25,24493.0,24524.75,35,NQU6
2026-04-06 16:00:00+00:00,34,1,42004177,24532.0,24560.5,24498.0,24527.75,34,NQU6
2026-04-06 17:00:00+00:00,34,1,42004177,24493.0,24545.5,24430.0,24494.75,58,NQU6
2026-04-06 18:00:00+00:00,34,1,42004177,24480.25,24571.0,24471.25,24560.25,54,NQU6
2026-04-06 19:00:00+00:00,34,1,42004177,24558.5,24586.25,24544.25,24567.75,19,NQU6
2026-04-06 20:00:00+00:00,34,1,42004177,24578.75,24583.0,24556.75,24556.75,9,NQU6
2026-04-06 22:00:00+00:00,34,1,42004177,24566.5,24566.5,24537.75,24537.75,2,NQU6
2026-04-07 01:00:00+00:00,34,1,42004177,24509.0,24509.0,24395.5,24395.5,5,NQU6
2026-04-07 02:00:00+00:00,34,1,42004177,24380.0,24407.5,24380.0,24407.5,5,NQU6
2026-04-07 04:00:00+00:00,34,1,42004177,24457.25,24464.5,24457.25,24464.5,2,NQU6
2026-04-07 05:00:00+00:00,34,1,42004177,24461.0,24461.0,24423.25,24423.25,3,NQU6
2026-04-07 06:00:00+00:00,34,1,42004177,24434.25,24456.5,24434.25,24456.5,2,NQU6
2026-04-07 07:00:00+00:00,34,1,42004177,24470.25,24470.25,24424.25,24465.5,5,NQU6
2026-04-07 08:00:00+00:00,34,1,42004177,24504.5,24567.25,24483.25,24548.25,13,NQU6
2026-04-07 09:00:00+00:00,34,1,42004177,24572.75,24640.0,24572.75,24597.75,63,NQU6
2026-04-07 10:00:00+00:00,34,1,42004177,24600.0,24600.0,24412.5,24436.25,54,NQU6
2026-04-07 11:00:00+00:00,34,1,42004177,24427.5,24467.25,24416.75,24422.5,13,NQU6
2026-04-07 12:00:00+00:00,34,1,42004177,24406.25,24495.75,24361.5,24456.75,30,NQU6
2026-04-07 13:00:00+00:00,34,1,42004177,24456.5,24519.5,24355.75,24355.75,97,NQU6
2026-04-07 14:00:00+00:00,34,1,42004177,24337.75,24359.25,24213.5,24225.25,1105,NQU6
2026-04-07 15:00:00+00:00,34,1,42004177,24211.5,24350.0,24168.0,24325.0,432,NQU6
2026-04-07 16:00:00+00:00,34,1,42004177,24330.0,24454.5,24330.0,24420.0,190,NQU6
2026-04-07 17:00:00+00:00,34,1,42004177,24416.5,24500.25,24389.25,24443.25,193,NQU6
2026-04-07 18:00:00+00:00,34,1,42004177,24443.25,24443.25,24292.5,24317.5,238,NQU6
2026-04-07 19:00:00+00:00,34,1,42004177,24303.75,24599.0,24303.75,24597.5,219,NQU6
2026-04-07 20:00:00+00:00,34,1,42004177,24588.0,24663.25,24564.5,24615.75,25,NQU6
2026-04-07 22:00:00+00:00,34,1,42004177,24819.0,25120.75,24677.0,25120.75,55,NQU6
2026-04-07 23:00:00+00:00,34,1,42004177,25159.75,25282.75,25141.25,25276.25,54,NQU6
2026-04-08 00:00:00+00:00,34,1,42004177,25310.0,25320.0,25240.75,25307.75,45,NQU6
2026-04-08 01:00:00+00:00,34,1,42004177,25313.25,25327.25,25271.5,25327.25,11,NQU6
2026-04-08 02:00:00+00:00,34,1,42004177,25326.5,25336.75,25324.0,25325.0,12,NQU6
2026-04-08 03:00:00+00:00,34,1,42004177,25343.75,25343.75,25319.0,25322.75,7,NQU6
2026-04-08 04:00:00+00:00,34,1,42004177,25339.25,25378.0,25339.25,25378.0,5,NQU6
2026-04-08 05:00:00+00:00,34,1,42004177,25383.75,25417.75,25375.25,25415.75,10,NQU6
2026-04-08 06:00:00+00:00,34,1,42004177,25426.5,25426.5,25400.0,25402.5,6,NQU6
2026-04-08 07:00:00+00:00,34,1,42004177,25378.0,25412.75,25367.5,25367.5,46,NQU6
2026-04-08 08:00:00+00:00,34,1,42004177,25378.0,25411.0,25378.0,25409.5,10,NQU6
2026-04-08 09:00:00+00:00,34,1,42004177,25430.0,25441.5,25411.75,25438.75,10,NQU6
2026-04-08 10:00:00+00:00,34,1,42004177,25432.75,25452.0,25432.75,25452.0,2,NQU6
2026-04-08 11:00:00+00:00,34,1,42004177,25420.0,25456.0,25414.5,25434.0,10,NQU6
2026-04-08 12:00:00+00:00,34,1,42004177,25458.5,25463.0,25386.5,25435.75,43,NQU6
2026-04-08 13:00:00+00:00,34,1,42004177,25450.0,25465.75,25293.0,25317.25,265,NQU6
2026-04-08 14:00:00+00:00,34,1,42004177,25312.75,25319.25,25158.0,25221.75,112,NQU6
2026-04-08 15:00:00+00:00,34,1,42004177,25211.25,25307.0,25211.25,25305.25,33,NQU6
2026-04-08 16:00:00+00:00,34,1,42004177,25340.25,25360.75,25289.25,25360.75,21,NQU6
2026-04-08 17:00:00+00:00,34,1,42004177,25371.5,25378.25,25301.75,25316.5,23,NQU6
2026-04-08 18:00:00+00:00,34,1,42004177,25308.25,25354.5,25181.25,25181.25,30,NQU6
2026-04-08 19:00:00+00:00,34,1,42004177,25186.0,25318.25,25186.0,25311.75,63,NQU6
2026-04-08 20:00:00+00:00,34,1,42004177,25314.25,25321.25,25268.25,25268.25,6,NQU6
2026-04-08 22:00:00+00:00,34,1,42004177,25252.75,25252.75,25252.75,25252.75,1,NQU6
2026-04-08 23:00:00+00:00,34,1,42004177,25272.75,25272.75,25272.75,25272.75,1,NQU6
2026-04-09 00:00:00+00:00,34,1,42004177,25242.0,25242.0,25242.0,25242.0,2,NQU6
2026-04-09 01:00:00+00:00,34,1,42004177,25235.25,25235.25,25205.25,25234.75,8,NQU6
2026-04-09 02:00:00+00:00,34,1,42004177,25256.25,25259.5,25250.75,25259.5,3,NQU6
2026-04-09 03:00:00+00:00,34,1,42004177,25249.0,25249.0,25249.0,25249.0,1,NQU6
2026-04-09 05:00:00+00:00,34,1,42004177,25230.0,25253.5,25230.0,25253.5,5,NQU6
2026-04-09 06:00:00+00:00,34,1,42004177,25253.75,25253.75,25253.75,25253.75,1,NQU6
2026-04-09 07:00:00+00:00,34,1,42004177,25272.25,25272.25,25191.25,25195.0,234,NQU6
2026-04-09 08:00:00+00:00,34,1,42004177,25203.25,25206.75,25180.75,25206.75,14,NQU6
2026-04-09 09:00:00+00:00,34,1,42004177,25190.75,25228.75,25190.75,25228.75,2,NQU6
2026-04-09 10:00:00+00:00,34,1,42004177,25241.5,25241.5,25231.0,25234.75,5,NQU6
2026-04-09 11:00:00+00:00,34,1,42004177,25210.75,25259.25,25205.75,25259.25,17,NQU6
2026-04-09 12:00:00+00:00,34,1,42004177,25245.0,25284.75,25245.0,25250.0,16,NQU6
2026-04-09 13:00:00+00:00,34,1,42004177,25267.0,25328.0,25240.0,25254.5,75,NQU6
2026-04-09 14:00:00+00:00,34,1,42004177,25256.25,25277.75,25189.5,25261.5,123,NQU6
2026-04-09 15:00:00+00:00,34,1,42004177,25263.75,25422.0,25260.0,25422.0,110,NQU6
2026-04-09 16:00:00+00:00,34,1,42004177,25430.0,25490.0,25396.0,25426.0,42,NQU6
2026-04-09 17:00:00+00:00,34,1,42004177,25434.5,25478.25,25420.0,25446.25,34,NQU6
2026-04-09 18:00:00+00:00,34,1,42004177,25453.0,25453.0,25374.5,25404.0,49,NQU6
2026-04-09 19:00:00+00:00,34,1,42004177,25421.75,25496.75,25421.75,25485.0,55,NQU6
2026-04-09 20:00:00+00:00,34,1,42004177,25479.75,25479.75,25451.5,25473.75,5,NQU6
2026-04-09 22:00:00+00:00,34,1,42004177,25463.5,25476.25,25434.0,25434.0,14,NQU6
2026-04-09 23:00:00+00:00,34,1,42004177,25457.25,25457.25,25457.25,25457.25,1,NQU6
2026-04-10 00:00:00+00:00,34,1,42004177,25438.25,25500.0,25438.25,25500.0,3,NQU6
2026-04-10 01:00:00+00:00,34,1,42004177,25493.0,25493.0,25493.0,25493.0,1,NQU6
2026-04-10 02:00:00+00:00,34,1,42004177,25495.0,25495.0,25488.25,25488.25,2,NQU6
2026-04-10 03:00:00+00:00,34,1,42004177,25523.0,25523.0,25523.0,25523.0,1,NQU6
2026-04-10 04:00:00+00:00,34,1,42004177,25510.25,25510.25,25504.5,25509.25,3,NQU6
2026-04-10 05:00:00+00:00,34,1,42004177,25512.0,25512.0,25496.5,25496.5,3,NQU6
2026-04-10 06:00:00+00:00,34,1,42004177,25468.0,25468.0,25468.0,25468.0,2,NQU6
2026-04-10 07:00:00+00:00,34,1,42004177,25470.75,25472.0,25470.75,25472.0,4,NQU6
2026-04-10 08:00:00+00:00,34,1,42004177,25451.75,25452.0,25431.25,25431.25,5,NQU6
2026-04-10 09:00:00+00:00,34,1,42004177,25439.75,25488.5,25439.75,25487.5,14,NQU6
2026-04-10 10:00:00+00:00,34,1,42004177,25508.0,25508.0,25496.0,25496.0,3,NQU6
2026-04-10 11:00:00+00:00,34,1,42004177,25515.5,25515.5,25515.5,25515.5,1,NQU6
2026-04-10 12:00:00+00:00,34,1,42004177,25550.0,25580.0,25529.5,25541.0,22,NQU6
2026-04-10 13:00:00+00:00,34,1,42004177,25525.5,25596.0,25522.5,25568.25,53,NQU6
2026-04-10 14:00:00+00:00,34,1,42004177,25520.0,25596.75,25499.0,25580.75,80,NQU6
2026-04-10 15:00:00+00:00,34,1,42004177,25577.5,25608.0,25481.0,25481.5,59,NQU6
2026-04-10 16:00:00+00:00,34,1,42004177,25492.25,25526.75,25458.25,25489.0,42,NQU6
2026-04-10 17:00:00+00:00,34,1,42004177,25483.0,25503.0,25460.0,25501.75,13,NQU6
2026-04-10 18:00:00+00:00,34,1,42004177,25498.0,25505.5,25470.0,25486.25,13,NQU6
2026-04-10 19:00:00+00:00,34,1,42004177,25495.0,25512.25,25487.0,25507.25,24,NQU6
2026-04-10 20:00:00+00:00,34,1,42004177,25510.5,25550.0,25510.5,25550.0,12,NQU6
2026-04-12 22:00:00+00:00,34,1,42004177,25389.5,25389.5,25161.75,25166.25,37,NQU6
2026-04-12 23:00:00+00:00,34,1,42004177,25182.25,25208.0,25159.25,25208.0,8,NQU6
2026-04-13 00:00:00+00:00,34,1,42004177,25212.5,25281.0,25212.5,25281.0,18,NQU6
2026-04-13 01:00:00+00:00,34,1,42004177,25294.0,25306.5,25279.0,25300.0,13,NQU6
2026-04-13 02:00:00+00:00,34,1,42004177,25308.75,25308.75,25306.0,25306.0,3,NQU6
2026-04-13 03:00:00+00:00,34,1,42004177,25289.5,25289.5,25288.25,25288.25,2,NQU6
2026-04-13 04:00:00+00:00,34,1,42004177,25283.0,25319.25,25283.0,25309.25,6,NQU6
2026-04-13 05:00:00+00:00,34,1,42004177,25303.0,25315.0,25288.0,25306.5,9,NQU6
2026-04-13 06:00:00+00:00,34,1,42004177,25316.75,25339.0,25306.25,25339.0,10,NQU6
2026-04-13 07:00:00+00:00,34,1,42004177,25340.25,25340.25,25340.25,25340.25,1,NQU6
2026-04-13 08:00:00+00:00,34,1,42004177,25337.0,25346.75,25316.0,25330.5,13,NQU6
2026-04-13 09:00:00+00:00,34,1,42004177,25339.75,25351.25,25339.75,25343.0,4,NQU6
2026-04-13 10:00:00+00:00,34,1,42004177,25343.5,25367.25,25343.5,25367.25,5,NQU6
2026-04-13 11:00:00+00:00,34,1,42004177,25386.0,25393.25,25326.0,25326.0,7,NQU6
2026-04-13 12:00:00+00:00,34,1,42004177,25310.0,25397.75,25301.0,25392.25,23,NQU6
2026-04-13 13:00:00+00:00,34,1,42004177,25402.0,25540.0,25387.75,25540.0,167,NQU6
2026-04-13 14:00:00+00:00,34,1,42004177,25480.5,25587.0,25479.5,25582.5,114,NQU6
2026-04-13 15:00:00+00:00,34,1,42004177,25546.25,25579.75,25530.0,25550.0,54,NQU6
2026-04-13 16:00:00+00:00,34,1,42004177,25530.5,25666.75,25522.0,25627.5,120,NQU6
2026-04-13 17:00:00+00:00,34,1,42004177,25642.25,25667.0,25633.75,25643.0,27,NQU6
2026-04-13 18:00:00+00:00,34,1,42004177,25647.5,25678.5,25642.0,25678.5,9,NQU6
2026-04-13 19:00:00+00:00,34,1,42004177,25680.0,25778.0,25675.0,25776.25,32,NQU6
2026-04-13 20:00:00+00:00,34,1,42004177,25780.5,25822.0,25773.75,25822.0,17,NQU6
2026-04-13 22:00:00+00:00,34,1,42004177,25802.25,25830.0,25802.25,25829.5,10,NQU6
2026-04-13 23:00:00+00:00,34,1,42004177,25835.0,25848.75,25825.0,25825.0,14,NQU6
2026-04-14 00:00:00+00:00,34,1,42004177,25807.5,25824.0,25800.0,25824.0,9,NQU6
2026-04-14 01:00:00+00:00,34,1,42004177,25819.5,25825.0,25816.75,25816.75,8,NQU6
2026-04-14 02:00:00+00:00,34,1,42004177,25811.75,25827.5,25811.75,25827.5,6,NQU6
2026-04-14 05:00:00+00:00,34,1,42004177,25817.5,25817.5,25806.0,25806.0,3,NQU6
2026-04-14 06:00:00+00:00,34,1,42004177,25807.0,25820.0,25800.0,25820.0,3,NQU6
2026-04-14 07:00:00+00:00,34,1,42004177,25826.75,25876.0,25826.75,25867.0,12,NQU6
2026-04-14 08:00:00+00:00,34,1,42004177,25857.0,25894.0,25857.0,25894.0,26,NQU6
2026-04-14 09:00:00+00:00,34,1,42004177,25878.25,25880.0,25871.0,25871.0,4,NQU6
2026-04-14 10:00:00+00:00,34,1,42004177,25882.75,25882.75,25865.0,25865.0,6,NQU6
2026-04-14 11:00:00+00:00,34,1,42004177,25889.75,25927.5,25887.0,25904.0,20,NQU6
2026-04-14 12:00:00+00:00,34,1,42004177,25912.0,25928.0,25898.0,25904.75,28,NQU6
2026-04-14 13:00:00+00:00,34,1,42004177,25914.25,25996.0,25894.5,25954.25,71,NQU6
2026-04-14 14:00:00+00:00,34,1,42004177,25967.0,26051.75,25967.0,26039.0,71,NQU6
2026-04-14 15:00:00+00:00,34,1,42004177,26037.75,26132.0,26005.75,26114.0,52,NQU6
2026-04-14 16:00:00+00:00,34,1,42004177,26119.0,26170.5,26116.25,26149.0,33,NQU6
2026-04-14 17:00:00+00:00,34,1,42004177,26165.0,26205.0,26152.0,26192.0,20,NQU6
2026-04-14 18:00:00+00:00,34,1,42004177,26195.0,26195.0,26124.25,26155.0,23,NQU6
2026-04-14 19:00:00+00:00,34,1,42004177,26164.75,26242.75,26162.0,26242.75,51,NQU6
2026-04-14 20:00:00+00:00,34,1,42004177,26235.0,26236.5,26212.0,26235.0,13,NQU6
2026-04-14 22:00:00+00:00,34,1,42004177,26250.25,26250.25,26243.75,26243.75,3,NQU6
2026-04-14 23:00:00+00:00,34,1,42004177,26249.0,26260.0,26249.0,26260.0,4,NQU6
2026-04-15 02:00:00+00:00,34,1,42004177,26260.25,26260.25,26233.0,26233.0,3,NQU6
2026-04-15 03:00:00+00:00,34,1,42004177,26236.75,26236.75,26236.5,26236.5,2,NQU6
2026-04-15 04:00:00+00:00,34,1,42004177,26258.0,26258.0,26249.75,26249.75,2,NQU6
2026-04-15 05:00:00+00:00,34,1,42004177,26266.25,26271.0,26206.75,26216.75,7,NQU6
2026-04-15 06:00:00+00:00,34,1,42004177,26218.75,26230.5,26218.75,26230.5,4,NQU6
2026-04-15 07:00:00+00:00,34,1,42004177,26235.0,26235.0,26221.75,26221.75,3,NQU6
2026-04-15 08:00:00+00:00,34,1,42004177,26253.0,26271.0,26242.75,26271.0,6,NQU6
2026-04-15 09:00:00+00:00,34,1,42004177,26272.25,26272.25,26220.5,26220.5,9,NQU6
2026-04-15 10:00:00+00:00,34,1,42004177,26205.0,26210.0,26187.25,26210.0,7,NQU6
2026-04-15 11:00:00+00:00,34,1,42004177,26226.0,26278.0,26221.25,26240.5,33,NQU6
2026-04-15 12:00:00+00:00,34,1,42004177,26230.5,26238.75,26206.25,26235.0,26,NQU6
2026-04-15 13:00:00+00:00,34,1,42004177,26223.0,26301.0,26222.5,26301.0,103,NQU6
2026-04-15 14:00:00+00:00,34,1,42004177,26308.0,26414.5,26293.0,26406.0,51,NQU6
2026-04-15 15:00:00+00:00,34,1,42004177,26395.0,26455.0,26384.25,26443.0,69,NQU6
2026-04-15 16:00:00+00:00,34,1,42004177,26435.0,26487.0,26350.0,26379.0,59,NQU6
2026-04-15 17:00:00+00:00,34,1,42004177,26386.0,26441.5,26386.0,26439.0,22,NQU6
2026-04-15 18:00:00+00:00,34,1,42004177,26438.5,26563.5,26426.75,26563.5,26,NQU6
2026-04-15 19:00:00+00:00,34,1,42004177,26540.0,26612.25,26535.75,26604.25,53,NQU6
2026-04-15 20:00:00+00:00,34,1,42004177,26606.25,26606.75,26575.0,26606.75,32,NQU6
2026-04-15 22:00:00+00:00,34,1,42004177,26585.5,26608.0,26585.5,26608.0,2,NQU6
2026-04-15 23:00:00+00:00,34,1,42004177,26632.0,26662.5,26632.0,26650.0,12,NQU6
2026-04-16 00:00:00+00:00,34,1,42004177,26650.75,26684.5,26650.75,26684.5,11,NQU6
2026-04-16 01:00:00+00:00,34,1,42004177,26671.0,26690.5,26661.5,26689.0,32,NQU6
2026-04-16 02:00:00+00:00,34,1,42004177,26689.0,26696.75,26689.0,26696.75,2,NQU6
2026-04-16 03:00:00+00:00,34,1,42004177,26698.75,26698.75,26690.0,26690.75,4,NQU6
2026-04-16 04:00:00+00:00,34,1,42004177,26675.0,26675.0,26673.25,26673.25,3,NQU6
2026-04-16 05:00:00+00:00,34,1,42004177,26670.25,26701.25,26668.5,26701.25,8,NQU6
2026-04-16 06:00:00+00:00,34,1,42004177,26713.25,26722.0,26713.25,26722.0,2,NQU6
2026-04-16 07:00:00+00:00,34,1,42004177,26714.0,26714.25,26714.0,26714.25,3,NQU6
2026-04-16 08:00:00+00:00,34,1,42004177,26680.75,26680.75,26669.25,26669.25,6,NQU6
2026-04-16 09:00:00+00:00,34,1,42004177,26687.5,26695.5,26687.5,26695.5,8,NQU6
2026-04-16 10:00:00+00:00,34,1,42004177,26650.0,26650.0,26620.0,26645.75,6,NQU6
2026-04-16 11:00:00+00:00,34,1,42004177,26658.25,26665.0,26625.0,26665.0,9,NQU6
2026-04-16 12:00:00+00:00,34,1,42004177,26666.25,26670.0,26634.0,26649.25,8,NQU6
2026-04-16 13:00:00+00:00,34,1,42004177,26659.0,26686.5,26540.0,26563.25,82,NQU6
2026-04-16 14:00:00+00:00,34,1,42004177,26563.75,26658.25,26539.0,26635.25,51,NQU6
2026-04-16 15:00:00+00:00,34,1,42004177,26657.25,26779.0,26657.25,26775.0,88,NQU6
2026-04-16 16:00:00+00:00,34,1,42004177,26775.0,26803.25,26678.25,26730.0,35,NQU6
2026-04-16 17:00:00+00:00,34,1,42004177,26705.25,26737.5,26680.0,26680.0,35,NQU6
2026-04-16 18:00:00+00:00,34,1,42004177,26692.25,26714.5,26617.0,26687.75,29,NQU6
2026-04-16 19:00:00+00:00,34,1,42004177,26690.0,26729.5,26677.75,26725.25,24,NQU6
2026-04-16 20:00:00+00:00,34,1,42004177,26726.25,26726.25,26683.5,26700.0,18,NQU6
2026-04-16 22:00:00+00:00,34,1,42004177,26685.75,26719.0,26685.75,26719.0,2,NQU6
2026-04-16 23:00:00+00:00,34,1,42004177,26714.0,26722.75,26714.0,26721.0,4,NQU6
2026-04-17 00:00:00+00:00,34,1,42004177,26725.25,26734.75,26725.25,26734.75,3,NQU6
2026-04-17 01:00:00+00:00,34,1,42004177,26724.5,26734.0,26724.5,26732.0,4,NQU6
2026-04-17 02:00:00+00:00,34,1,42004177,26710.0,26710.0,26708.0,26708.0,2,NQU6
2026-04-17 03:00:00+00:00,34,1,42004177,26698.0,26698.0,26690.25,26690.25,5,NQU6
2026-04-17 05:00:00+00:00,34,1,42004177,26692.0,26692.0,26692.0,26692.0,1,NQU6
2026-04-17 06:00:00+00:00,34,1,42004177,26708.0,26708.0,26708.0,26708.0,1,NQU6
2026-04-17 07:00:00+00:00,34,1,42004177,26717.75,26733.75,26717.75,26730.0,6,NQU6
2026-04-17 08:00:00+00:00,34,1,42004177,26742.5,26742.5,26731.25,26731.25,2,NQU6
2026-04-17 09:00:00+00:00,34,1,42004177,26762.75,26764.5,26757.5,26759.25,5,NQU6
2026-04-17 10:00:00+00:00,34,1,42004177,26784.75,26785.0,26763.25,26763.25,5,NQU6
2026-04-17 11:00:00+00:00,34,1,42004177,26785.75,26807.0,26785.75,26807.0,4,NQU6
2026-04-17 12:00:00+00:00,34,1,42004177,26825.0,26956.25,26820.0,26947.25,46,NQU6
2026-04-17 13:00:00+00:00,34,1,42004177,26963.0,27053.25,26874.0,26946.75,119,NQU6
2026-04-17 14:00:00+00:00,34,1,42004177,26968.0,27096.0,26968.0,27072.0,89,NQU6
2026-04-17 15:00:00+00:00,34,1,42004177,27074.0,27111.0,27049.75,27049.75,39,NQU6
2026-04-17 16:00:00+00:00,34,1,42004177,27041.25,27123.25,27041.25,27106.0,49,NQU6
2026-04-17 17:00:00+00:00,34,1,42004177,27110.5,27117.0,26988.5,27059.5,65,NQU6
2026-04-17 18:00:00+00:00,34,1,42004177,27047.0,27051.0,26999.5,27025.0,34,NQU6
2026-04-17 19:00:00+00:00,34,1,42004177,27026.25,27068.5,27005.0,27068.5,31,NQU6
2026-04-17 20:00:00+00:00,34,1,42004177,27069.25,27086.25,27069.25,27086.25,7,NQU6
2026-04-19 22:00:00+00:00,34,1,42004177,26815.0,26910.0,26815.0,26910.0,49,NQU6
